name,01-06-2021,02-06-2021,03-06-2021,04-06-2021,05-06-2021,06-06-2021,07-06-2021,08-06-2021,09-06-2021,10-06-2021,11-06-2021,12-06-2021,13-06-2021,14-06-2021,15-06-2021,16-06-2021,17-06-2021,18-06-2021,19-06-2021,20-06-2021,21-06-2021,22-06-2021,23-06-2021,24-06-2021,25-06-2021
Kayla Clark,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,no,no
Lisa Fisher,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no
Denise Buckley,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,no,no,yes,yes,no,no
Juan Thompson,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no
Lisa Brown,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no
Joseph Jacobs,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,yes,no
Nancy Lawrence,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no
John Cole,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,no
Jessica Ferguson,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,no
Billy Knight,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no
Victoria Armstrong,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no
James Cross,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,yes,yes
Donald Obrien,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,yes,yes,no
Anita Hoffman,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,yes,no,no
Mr. Christopher Curtis,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,no
Jonathan Logan,yes,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no
Benjamin Henry,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
Brittney Hill,yes,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no
Elaine Yates,no,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no
James Woods,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,yes,yes,no,no
Matthew Flores,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes
